,precipitation,temp_max,temp_min,wind,weather
1307,0.0,34.4,17.8,2.6,sun
1308,0.0,33.3,15.6,3.1,sun
1309,0.0,30.6,16.1,2.0,sun
1310,0.0,28.3,17.2,2.3,sun
1311,0.0,26.1,14.4,2.6,fog
1312,0.0,23.3,12.2,3.5,sun
1313,0.0,25.0,15.0,2.9,sun
1314,0.0,28.3,15.6,3.7,sun
1315,0.0,25.0,15.6,3.6,fog
1316,0.0,28.3,15.0,2.2,sun
1317,0.0,28.9,16.1,2.4,sun
1318,0.0,30.0,16.7,4.4,sun
1319,7.6,28.3,16.7,2.7,rain
1320,0.0,28.3,15.6,2.2,sun
1321,30.5,18.3,15.0,5.2,rain
1322,0.0,21.7,13.9,3.7,sun
1323,0.0,25.0,14.4,3.7,sun
1324,0.0,27.2,13.9,3.0,sun
1325,0.0,30.0,15.0,3.0,sun
1326,0.0,31.7,16.1,2.1,drizzle
1327,2.0,22.8,14.4,4.2,fog
1328,0.0,22.2,14.4,2.6,sun
1329,0.0,26.7,12.2,2.5,drizzle
1330,0.0,27.8,13.9,1.8,drizzle
1331,0.0,23.9,12.2,2.3,sun
1332,0.0,25.6,12.2,3.4,sun
1333,0.0,28.3,13.9,1.7,sun
1334,0.0,29.4,14.4,2.1,sun
1335,0.5,23.3,15.6,2.6,fog
1336,32.5,22.2,13.3,5.8,fog
1337,10.2,20.0,12.8,4.7,fog
1338,0.0,18.9,16.1,5.8,sun
1339,5.8,19.4,13.9,5.0,fog
1340,0.0,19.4,11.1,3.8,sun
1341,0.0,18.3,10.6,2.9,sun
1342,0.0,18.3,10.0,2.9,sun
1343,0.3,20.6,8.9,3.5,sun
1344,5.3,16.1,11.7,2.4,fog
1345,0.3,21.1,13.3,1.5,fog
1346,0.0,22.8,13.3,2.4,sun
1347,0.0,24.4,13.9,3.3,sun
1348,0.0,25.0,14.4,3.6,fog
1349,0.0,27.2,15.0,3.1,sun
1350,0.0,26.7,14.4,2.1,sun
1351,0.5,20.6,12.8,3.0,fog
1352,0.0,16.7,10.6,3.4,sun
1353,0.0,17.8,10.0,2.8,sun
1354,1.0,20.0,10.0,1.9,sun
1355,1.8,18.3,12.8,3.8,fog
1356,0.0,19.4,12.8,2.6,sun
1357,0.0,21.1,14.4,4.3,sun
1358,4.1,22.8,12.2,6.8,fog
1359,0.0,18.3,9.4,2.7,fog
1360,0.0,18.9,7.8,2.0,sun
1361,0.0,20.6,8.3,1.8,sun
1362,0.0,22.2,11.1,2.5,fog
1363,2.0,15.6,12.8,2.6,fog
1364,0.0,18.3,10.0,2.7,sun
1365,0.0,17.8,7.2,3.8,sun
1366,0.0,21.1,9.4,5.1,sun
1367,0.0,21.7,8.9,1.9,sun
1368,0.0,18.3,10.0,1.3,fog
1369,0.0,21.1,9.4,1.3,fog
1370,0.0,15.6,10.0,2.9,fog
1371,0.0,19.4,11.1,4.8,sun
1372,0.0,22.8,10.0,3.7,sun
1373,0.0,23.3,9.4,1.6,sun
1374,0.0,18.3,10.0,2.6,drizzle
1375,9.9,16.1,13.9,2.2,fog
1376,0.0,18.9,13.3,1.1,fog
1377,0.3,19.4,12.2,2.6,fog
1378,28.7,21.1,13.3,4.7,fog
1379,0.0,17.8,10.6,2.6,sun
1380,4.6,18.3,10.6,2.8,fog
1381,1.3,16.7,9.4,3.2,fog
1382,0.0,15.0,10.0,5.0,fog
1383,0.0,21.1,9.4,3.4,fog
1384,0.0,20.0,8.9,1.3,sun
1385,0.3,19.4,11.7,1.3,fog
1386,3.8,15.0,12.8,2.0,fog
1387,0.3,17.2,12.2,2.6,fog
1388,0.0,17.8,10.6,1.8,fog
1389,0.0,16.1,8.3,1.3,fog
1390,0.0,16.1,8.9,2.7,fog
1391,0.0,12.8,7.2,2.6,fog
1392,0.0,15.0,8.9,2.9,fog
1393,8.9,19.4,8.9,3.4,rain
1394,6.9,12.2,10.0,4.6,fog
1395,0.0,16.1,7.8,1.7,fog
1396,3.3,13.9,11.1,2.8,fog
1397,1.8,15.0,12.2,4.7,fog
1398,19.3,17.2,11.7,6.7,fog
1399,33.0,15.6,11.7,7.2,fog
1400,26.2,12.2,8.9,6.0,fog
1401,0.3,11.1,7.2,2.8,fog
1402,0.8,10.6,5.0,1.4,fog
1403,0.0,10.0,3.3,2.2,sun
1404,1.3,11.7,7.8,2.3,fog
1405,0.0,15.6,8.3,2.7,fog
1406,12.7,12.2,9.4,3.0,fog
1407,6.6,11.1,7.8,1.8,fog
1408,3.3,10.0,5.0,1.3,fog
1409,1.3,11.1,3.9,3.9,fog
1410,1.5,11.1,6.1,4.6,sun
1411,9.9,11.1,5.0,5.1,fog
1412,33.5,13.3,9.4,6.5,fog
1413,47.2,9.4,6.1,4.5,fog
1414,22.4,8.9,2.2,4.1,fog
1415,2.0,8.9,1.7,4.0,fog
1416,29.5,13.3,6.7,8.0,fog
1417,1.5,8.9,3.3,3.8,sun
1418,2.0,8.9,2.8,4.2,sun
1419,0.0,8.3,0.6,4.0,fog
1420,0.0,8.9,0.6,4.7,sun
1421,0.0,10.0,1.7,3.1,fog
1422,3.0,6.7,0.0,1.3,fog
1423,7.1,6.7,2.8,4.5,fog
1424,0.0,7.2,0.0,5.7,sun
1425,0.0,9.4,-1.0,4.3,sun
1426,0.0,9.4,-1.6,3.0,sun
1427,0.0,7.2,-2.7,1.0,sun
1428,0.0,1.7,-2.1,0.9,fog
1429,0.5,5.6,-3.8,1.7,fog
1430,12.2,10.0,3.9,3.5,fog
1431,2.5,10.6,4.4,5.0,fog
1432,12.7,15.6,7.8,5.9,fog
1433,2.0,10.6,6.1,4.7,fog
1434,15.7,10.0,6.1,4.0,fog
1435,11.2,12.8,7.2,5.9,fog
1436,27.4,11.1,8.3,3.4,fog
1437,54.1,15.6,10.0,6.2,fog
1438,13.5,12.2,7.8,6.3,fog
1439,9.4,11.7,6.1,7.5,fog
1440,0.3,9.4,4.4,2.8,sun
1441,16.0,8.9,5.6,5.6,fog
1442,1.3,7.8,6.1,6.1,sun
1443,0.0,7.8,1.7,1.7,sun
1444,1.5,6.7,1.1,2.9,fog
1445,3.6,6.1,2.8,2.3,fog
1446,21.8,6.7,3.9,6.0,fog
1447,18.5,8.9,4.4,5.1,fog
1448,0.0,8.3,2.8,4.1,fog
1449,4.3,7.8,4.4,6.7,fog
1450,27.4,5.6,2.8,4.3,fog
1451,4.6,7.8,2.8,5.0,fog
1452,6.1,5.0,2.8,7.6,fog
1453,2.5,5.6,2.2,4.3,fog
1454,5.8,5.0,2.2,1.5,fog
1455,0.0,4.4,0.0,2.5,sun
1456,8.6,4.4,1.7,2.9,fog
1457,1.5,5.0,1.7,1.3,fog
1458,0.0,7.2,0.6,2.6,fog
1459,0.0,5.6,-1.0,3.4,sun
1460,0.0,5.6,-2.1,3.5,sun
